ID,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP
7074,FDK46,9.6,Low Fat,0.051677051,Snack Foods,258.062
7075,FDI22,12.857645184135976,Low Fat,0.168455549,Snack Foods,211.0612
7076,FDF21,10.3,Regular,0.0,Fruits and Vegetables,189.053
7077,FDR34,17.0,Regular,0.016055615,Snack Foods,228.4352
7078,FDJ50,8.645,Low Fat,0.021619564,Canned,50.6982
7079,FDC34,16.0,Regular,0.173027688,Snack Foods,155.2972
7080,FDW51,6.155,Regular,0.095045476,Meat,213.456
7081,FDR28,13.85,Regular,0.025891588,Frozen Foods,165.121
7082,FDV60,12.857645184135976,Regular,0.205484395,Baking Goods,198.011
7083,FDI45,13.1,Low Fat,0.037793818,Fruits and Vegetables,173.8054
7084,NCB30,12.857645184135976,Low Fat,0.045002624,Household,196.5084
7085,DRO59,11.8,Low Fat,0.054460571,Hard Drinks,77.0012
7086,FDU12,15.5,Regular,0.075736746,Baking Goods,265.5568
7087,NCX18,14.15,Low Fat,0.014719325,Household,196.911
7088,NCH30,12.857645184135976,Low Fat,0.066828857,Household,114.186
7089,FDE11,12.857645184135976,Regular,0.23653561,Starchy Foods,184.1924
7090,FDE32,20.7,Low Fat,0.04903471,Fruits and Vegetables,39.9506
7091,FDP25,15.2,Low Fat,0.035497039,Canned,216.7824
7092,NCM29,11.5,Low Fat,0.017638893,Health and Hygiene,132.7626
7093,FDQ21,21.25,Low Fat,0.01945343,Snack Foods,120.8756
7094,FDN24,14.1,Low Fat,0.11326743,Baking Goods,54.5956
7095,DRY23,9.395,Regular,0.109713464,Soft Drinks,41.3112
7096,FDW04,12.857645184135976,Regular,0.0,Frozen Foods,130.531
7097,FDM01,7.895,Regular,0.094952408,Breakfast,101.1332
7098,NCW29,14.0,Low Fat,0.029026218,Health and Hygiene,131.331
7099,FDG33,5.365,Regular,0.140123575,Seafood,172.0764
7100,FDV51,16.35,Low Fat,0.03272295,Meat,165.7842
7101,NCQ18,15.75,Low Fat,0.135836828,Household,100.37
7102,NCL53,7.5,Low Fat,0.036382524,Health and Hygiene,177.9028
7103,FDQ39,14.8,Low Fat,0.0,Meat,189.3846
7104,FDF46,7.07,Low Fat,0.094201018,Snack Foods,115.8834
7105,NCA06,20.5,Low Fat,0.143506376,Household,34.719
7106,FDV26,12.857645184135976,Regular,0.133347119,Dairy,193.0794
7107,FDJ04,18.0,Low Fat,0.124428516,Frozen Foods,119.9124
7108,FDE28,9.5,Regular,0.221856492,Frozen Foods,231.8668
7109,NCZ29,15.0,Low Fat,0.071312064,Health and Hygiene,125.7362
7110,FDW43,20.1,Regular,0.022425236,Fruits and Vegetables,226.3036
7111,FDZ49,11.0,Regular,0.133352623,Canned,219.7798
7112,NCJ05,18.7,Low Fat,0.046079558,Health and Hygiene,151.5682
7113,NCP29,12.857645184135976,LF,0.0,Health and Hygiene,64.2168
7114,FDS16,15.15,Regular,0.066446521,Frozen Foods,147.976
7115,FDZ45,14.1,Low Fat,0.066979957,Snack Foods,196.7084
7116,NCP29,8.42,Low Fat,0.187918654,Health and Hygiene,65.4168
7117,FDZ58,12.857645184135976,Low Fat,0.051924192,Snack Foods,121.0072
7118,FDV55,12.857645184135976,Low Fat,0.054806734,Fruits and Vegetables,145.1444
7119,NCV53,8.27,Low Fat,0.018813601,Health and Hygiene,237.988
7120,FDV47,12.857645184135976,Low Fat,0.094910421,Breads,84.5566
7121,FDD45,8.615,Low Fat,0.116722514,Fruits and Vegetables,95.4436
7122,FDP26,12.857645184135976,Low Fat,0.244338986,Dairy,105.9306
7123,DRD37,9.8,Low Fat,0.013863257,Soft Drinks,45.106
7124,FDT09,12.857645184135976,Regular,0.021471456,Snack Foods,131.0284
7125,FDM03,12.857645184135976,Low Fat,0.0,Meat,109.1938
7126,FDW09,13.65,Regular,0.026067434,Snack Foods,78.8302
7127,FDX10,6.385,Regular,0.123710526,Snack Foods,37.1874
7128,FDZ60,20.5,Low Fat,0.119547387,Baking Goods,108.9596
7129,FDM58,16.85,Regular,0.079690403,Snack Foods,113.4544
7130,FDV32,7.785,Low Fat,0.088691614,Fruits and Vegetables,61.851
7131,FDU07,12.857645184135976,Low Fat,0.104784329,Fruits and Vegetables,150.4366
7132,FDS51,12.857645184135976,LF,0.032024659,Meat,62.7194
7133,NCT17,10.8,Low Fat,0.041950753,Health and Hygiene,190.0214
7134,FDA01,15.0,Regular,0.091018048,Canned,60.2904
7135,FDW25,5.175,Low Fat,0.037398953,Canned,84.2224
7136,FDS01,11.6,Low Fat,0.017845372,Canned,179.0686
7137,NCV18,6.775,Low Fat,0.105459307,Household,84.625
7138,FDZ04,9.31,Low Fat,0.038032068,Frozen Foods,61.351
7139,DRN59,15.0,Low Fat,0.064504433,Hard Drinks,47.306
7140,FDD36,13.3,LF,0.021306635,Baking Goods,119.8124
7141,FDT56,16.0,Regular,0.116063284,Fruits and Vegetables,59.1246
7142,FDP09,12.857645184135976,low fat,0.059336763,Snack Foods,212.1902
7143,FDA33,6.48,Low Fat,0.034091649,Snack Foods,146.2076
7144,FDH14,12.857645184135976,Regular,0.081955735,Canned,142.0838
7145,NCF18,12.857645184135976,Low Fat,0.088551694,Household,191.5504
7146,FDF59,12.5,Low Fat,0.071230537,Starchy Foods,128.102
7147,FDC29,8.39,reg,0.024185517,Frozen Foods,115.7176
7148,FDD32,17.7,reg,0.041163522,Fruits and Vegetables,80.8276
7149,FDZ08,12.5,Regular,0.0,Fruits and Vegetables,80.8592
7150,FDT21,12.857645184135976,Low Fat,0.0,Snack Foods,248.8092
7151,FDM33,15.6,Low Fat,0.087719692,Snack Foods,218.5798
7152,NCK07,10.65,Low Fat,0.048677482,Others,166.1526
7153,NCL41,12.35,Low Fat,0.041907648,Health and Hygiene,36.2216
7154,FDZ36,6.035,Regular,0.065783783,Baking Goods,188.224
7155,FDW51,6.155,Regular,0.094807042,Meat,213.356
7156,FDS47,16.75,Low Fat,0.128778474,Breads,89.1856
7157,FDV02,16.75,Low Fat,0.060668416,Dairy,172.4106
7158,NCU18,15.1,Low Fat,0.056067524,Household,139.8496
7159,NCX17,21.25,Low Fat,0.114066204,Health and Hygiene,233.03
7160,FDI12,9.395,Regular,0.10039894,Baking Goods,89.6856
7161,DRH51,17.6,Low Fat,0.097135675,Dairy,89.3856
7162,NCP30,12.857645184135976,Low Fat,0.032610007,Household,37.4822
7163,FDG08,13.15,Regular,0.165616415,Fruits and Vegetables,172.6764
7164,FDX35,5.035,Regular,0.0,Breads,228.2036
7165,FDY26,12.857645184135976,Regular,0.030362777,Dairy,210.5244
7166,NCM43,12.857645184135976,Low Fat,0.03409886,Others,162.621
7167,NCZ54,12.857645184135976,Low Fat,0.145951533,Household,160.9552
7168,FDO16,5.48,Low Fat,0.015138834,Frozen Foods,81.925
7169,FDR22,19.35,Regular,0.031069993,Snack Foods,112.0544
7170,FDJ16,9.195,Low Fat,0.115535487,Frozen Foods,59.5246
7171,FDT47,5.26,Regular,0.02454694,Breads,95.7068
7172,FDZ23,12.857645184135976,Regular,0.067175915,Baking Goods,187.124
7173,NCB31,6.235,Low Fat,0.118674359,Household,261.691
7174,FDM15,11.8,Regular,0.057421582,Meat,149.9366
7175,FDX27,20.7,Regular,0.114022125,Dairy,92.9436
7176,NCS54,13.6,LF,0.010033871,Household,177.937
7177,NCJ30,5.82,low fat,0.080765853,Household,169.179
7178,FDD58,7.76,Low Fat,0.05930285,Snack Foods,98.77
7179,DRJ23,18.35,Low Fat,0.041753387,Hard Drinks,187.6872
7180,FDS14,7.285,Low Fat,0.050065211,Dairy,157.4288
7181,FDR27,15.1,Regular,0.096020459,Meat,133.7942
7182,FDT49,7.0,Low Fat,0.15202235,Canned,106.628
7183,FDX26,12.857645184135976,Low Fat,0.087383304,Dairy,180.4292
7184,NCW53,18.35,Low Fat,0.03066757,Health and Hygiene,193.4162
7185,FDS19,13.8,Regular,0.0,Fruits and Vegetables,74.3012
7186,DRF15,18.35,Low Fat,0.03321399,Dairy,154.934
7187,DRH01,12.857645184135976,Low Fat,0.097429924,Soft Drinks,172.8738
7188,FDJ12,8.895,Regular,0.039120291,Baking Goods,206.8296
7189,NCE42,12.857645184135976,Low Fat,0.01055095,Household,234.9958
7190,DRL37,15.5,Low Fat,0.053480419,Soft Drinks,42.377
7191,FDJ36,14.5,Regular,0.128520186,Baking Goods,101.4332
7192,NCH18,12.857645184135976,Low Fat,0.044444956,Household,245.2802
7193,DRI11,8.26,Low Fat,0.034544435,Hard Drinks,116.0834
7194,NCO17,10.0,Low Fat,0.073678663,Health and Hygiene,120.944
7195,FDS49,9.0,Low Fat,0.079668739,Canned,79.6644
7196,FDX43,5.655,Low Fat,0.085447928,Fruits and Vegetables,165.85
7197,NCS17,18.6,Low Fat,0.080434451,Health and Hygiene,93.4436
7198,NCC42,15.0,Low Fat,0.044978225,Health and Hygiene,140.8838
7199,NCM26,20.5,Low Fat,0.023190134,Others,153.434
7200,FDU32,8.785,Low Fat,0.025967624,Fruits and Vegetables,119.9414
7201,FDU19,8.77,reg,0.046962004,Fruits and Vegetables,173.8422
7202,NCM53,18.75,Low Fat,0.05233528,Health and Hygiene,108.128
7203,FDG32,19.85,Low Fat,0.17635245,Fruits and Vegetables,220.8772
7204,FDF04,17.5,LF,0.013692598,Frozen Foods,259.7304
7205,NCN55,14.6,LF,0.0,Others,242.3538
7206,FDJ34,11.8,Regular,0.093655728,Snack Foods,127.1704
7207,FDT51,11.65,Regular,0.018275816,Meat,110.8544
7208,FDT01,13.65,Regular,0.184167712,Canned,213.7902
7209,FDV28,12.857645184135976,Regular,0.158954903,Frozen Foods,34.9558
7210,FDD02,16.6,Low Fat,0.050392993,Canned,118.4124
7211,FDW48,18.0,Low Fat,0.008558144,Baking Goods,79.0618
7212,FDF44,7.17,Regular,0.059820884,Fruits and Vegetables,130.3968
7213,FDY14,10.3,LF,0.070149088,Dairy,264.5226
7214,FDU59,12.857645184135976,Low Fat,0.095919472,Breads,162.6552
7215,FDQ10,12.857645184135976,Low Fat,0.058092551,Snack Foods,172.0422
7216,FDV21,11.5,Low Fat,0.286357776,Snack Foods,123.9704
7217,FDQ36,7.855,Regular,0.161798604,Baking Goods,37.2848
7218,FDH12,12.857645184135976,Low Fat,0.148742896,Baking Goods,107.128
7219,FDV40,17.35,Low Fat,0.0,Frozen Foods,72.2038
7220,NCF07,9.0,Low Fat,0.032022535,Household,101.8016
7221,FDA08,12.857645184135976,Regular,0.049842613,Fruits and Vegetables,164.2526
7222,FDP33,12.857645184135976,Low Fat,0.156304192,Snack Foods,256.3672
7223,FDS27,10.195,Regular,0.012458143,Meat,196.311
7224,DRD60,15.7,Low Fat,0.037201127,Soft Drinks,181.7634
7225,FDM28,15.7,Low Fat,0.045274134,Frozen Foods,177.966
7226,NCU54,8.88,Low Fat,0.098603729,Household,210.727
7227,NCX05,15.2,LF,0.097457483,Health and Hygiene,114.4492
7228,FDX59,10.195,Low Fat,0.051661272,Breads,33.3558
7229,FDE10,6.67,Regular,0.0,Snack Foods,133.0626
7230,FDW16,12.857645184135976,Regular,0.041273391,Frozen Foods,91.6804
7231,FDW07,12.857645184135976,Regular,0.141997869,Fruits and Vegetables,90.5514
7232,FDG38,8.975,Regular,0.0,Canned,84.9224
7233,DRC27,13.8,Low Fat,0.058339153,Dairy,246.2802
7234,FDT43,16.35,Low Fat,0.020544065,Fruits and Vegetables,49.9324
7235,FDR44,6.11,Regular,0.103503049,Fruits and Vegetables,129.6968
7236,FDP26,7.785,Low Fat,0.140342195,Dairy,105.6306
7237,NCE55,12.857645184135976,Low Fat,0.12929931,Household,178.237
7238,FDU39,18.85,Low Fat,0.036031137,Meat,60.4562
7239,FDK27,12.857645184135976,Low Fat,0.008903212,Meat,120.9756
7240,FDP32,6.65,Low Fat,0.087669485,Fruits and Vegetables,127.2678
7241,NCW54,7.5,Low Fat,0.0,Household,59.2588
7242,FDA36,5.985,Low Fat,0.005661669,Baking Goods,186.5924
7243,FDU24,6.78,Regular,0.0,Baking Goods,95.012
7244,FDX34,6.195,Low Fat,0.07198553,Snack Foods,122.2098
7245,FDU27,18.6,Regular,0.17133418,Meat,48.8376
7246,FDQ25,8.63,Regular,0.047329385,Canned,174.1422
7247,FDY01,11.8,Regular,0.170977155,Canned,117.0834
7248,FDH27,7.075,Low Fat,0.058298384,Dairy,145.8128
7249,FDL10,8.395,Low Fat,0.039715591,Snack Foods,100.1042
7250,FDL15,17.85,Low Fat,0.046824729,Meat,153.6682
7251,FDT24,12.35,Regular,0.311090379,Baking Goods,79.2328
7252,NCN55,14.6,Low Fat,0.059611153,Others,238.3538
7253,FDZ59,12.857645184135976,Regular,0.103517853,Baking Goods,164.95
7254,FDM57,11.65,Regular,0.075834825,Snack Foods,82.9908
7255,FDD14,20.7,Low Fat,0.170072462,Canned,183.8266
7256,FDU19,8.77,Regular,0.0,Fruits and Vegetables,173.6422
7257,DRJ39,20.25,Low Fat,0.036399734,Dairy,219.3482
7258,FDI04,13.65,Regular,0.072912432,Frozen Foods,198.4426
7259,NCQ54,17.7,Low Fat,0.012567811,Household,168.4474
7260,FDW12,8.315,Regular,0.035773394,Baking Goods,144.3444
7261,FDQ32,12.857645184135976,Regular,0.046382793,Fruits and Vegetables,122.8388
7262,DRG49,7.81,Low Fat,0.067836851,Soft Drinks,246.1486
7263,FDP58,11.1,Low Fat,0.0,Snack Foods,220.7482
7264,FDD57,18.1,low fat,0.022434418,Fruits and Vegetables,96.2094
7265,DRG23,8.88,Low Fat,0.086764795,Hard Drinks,153.8682
7266,NCZ17,12.15,LF,0.0,Health and Hygiene,39.1506
7267,DRJ11,9.5,Low Fat,0.085437778,Hard Drinks,188.4872
7268,FDG16,15.25,Low Fat,0.089998959,Frozen Foods,215.1192
7269,FDZ51,12.857645184135976,Regular,0.054288646,Meat,96.6094
7270,NCN43,12.15,Low Fat,0.0,Others,123.773
7271,NCN30,16.35,LF,0.016993204,Household,95.741
7272,FDP39,12.857645184135976,Low Fat,0.06908877,Meat,52.3324
7273,FDP34,12.85,Low Fat,0.137441201,Snack Foods,157.663
7274,FDM44,12.5,Low Fat,0.051970788,Fruits and Vegetables,103.699
7275,FDC28,7.905,Low Fat,0.0,Frozen Foods,109.1254
7276,DRC24,17.85,Low Fat,0.02492239,Soft Drinks,153.4998
7277,FDN46,7.21,Regular,0.144924795,Snack Foods,100.8332
7278,NCN53,5.175,LF,0.030349723,Health and Hygiene,37.0874
7279,FDY32,12.857645184135976,Low Fat,0.226284381,Fruits and Vegetables,163.221
7280,NCW06,16.2,Low Fat,0.050625182,Household,193.1162
7281,FDY48,14.0,Low Fat,0.02371512,Baking Goods,103.8332
7282,NCP29,8.42,Low Fat,0.112177581,Health and Hygiene,65.9168
7283,FDB60,9.3,low fat,0.04774013,Baking Goods,195.0136
7284,DRE60,9.395,Low Fat,0.159304333,Soft Drinks,226.172
7285,FDN51,17.85,Regular,0.020989308,Meat,260.7936
7286,DRE15,12.857645184135976,Low Fat,0.01769927,Dairy,74.2012
7287,DRG15,6.13,Low Fat,0.0,Dairy,60.1536
7288,FDX55,12.857645184135976,Low Fat,0.096658404,Fruits and Vegetables,216.9166
7289,FDC57,20.1,Regular,0.054816926,Fruits and Vegetables,194.282
7290,FDA25,16.5,Regular,0.068511103,Canned,103.699
7291,NCK29,5.615,Low Fat,0.12574524,Health and Hygiene,122.473
7292,FDP48,7.52,Regular,0.044023213,Baking Goods,183.095
7293,FDP49,12.857645184135976,Regular,0.068754395,Breakfast,54.5614
7294,FDL38,13.8,Regular,0.024660202,Canned,87.4172
7295,FDZ21,17.6,Regular,0.039214444,Snack Foods,98.241
7296,FDQ44,20.5,Low Fat,0.036344721,Fruits and Vegetables,122.3756
7297,NCB42,11.8,LF,0.008554052,Health and Hygiene,116.9492
7298,FDY15,12.857645184135976,Regular,0.170000805,Dairy,155.963
7299,NCW05,20.25,Low Fat,0.148302815,Health and Hygiene,108.3938
7300,FDR23,15.85,Low Fat,0.081914677,Breads,177.637
7301,FDO34,17.7,Low Fat,0.029914022,Snack Foods,166.2816
7302,FDZ36,6.035,Regular,0.065771344,Baking Goods,185.324
7303,FDX58,12.857645184135976,Low Fat,0.043551753,Snack Foods,184.495
7304,NCJ18,12.35,Low Fat,0.163941937,Household,117.0124
7305,FDP22,14.65,Regular,0.099692906,Snack Foods,50.9666
7306,FDH57,10.895,Low Fat,0.059834024,Fruits and Vegetables,133.5284
7307,DRF51,15.75,Low Fat,0.166174549,Dairy,37.4506
7308,FDD51,11.15,LF,0.119930029,Dairy,44.2744
7309,FDW04,8.985,reg,0.057944376,Frozen Foods,131.531
7310,FDZ21,17.6,Regular,0.065649353,Snack Foods,94.841
7311,NCJ30,12.857645184135976,LF,0.080249973,Household,168.679
7312,FDO45,13.15,Regular,0.037952777,Snack Foods,89.5856
7313,FDE41,9.195,Regular,0.064113698,Frozen Foods,86.5566
7314,DRD13,12.857645184135976,Low Fat,0.048841794,Soft Drinks,64.7168
7315,NCC07,19.6,Low Fat,0.02394662,Household,106.9964
7316,FDE51,12.857645184135976,Regular,0.096000183,Dairy,43.7086
7317,NCG43,20.2,Low Fat,0.074177667,Household,93.2462
7318,FDS59,12.857645184135976,Regular,0.04368089,Breads,110.157
7319,FDV16,7.75,reg,0.083268523,Frozen Foods,32.9558
7320,FDC03,8.575,Regular,0.071832909,Dairy,194.1794
7321,FDV60,20.2,Regular,0.0,Baking Goods,197.211
7322,FDJ60,19.35,Regular,0.062625641,Baking Goods,165.3184
7323,FDX20,7.365,Low Fat,0.042646566,Fruits and Vegetables,225.172
7324,FDD17,7.5,Low Fat,0.0,Frozen Foods,237.7906
7325,FDD08,8.3,Low Fat,0.03555434,Fruits and Vegetables,37.4506
7326,FDX45,16.75,Low Fat,0.105068444,Snack Foods,156.663
7327,FDM25,10.695,Regular,0.060912865,Breakfast,173.8712
7328,NCT42,5.88,Low Fat,0.02488732,Household,147.5392
7329,FDT02,12.6,Low Fat,0.024194731,Dairy,36.1874
7330,FDV34,10.695,Regular,0.01141595,Snack Foods,74.0038
7331,NCR41,17.85,Low Fat,0.018023997,Health and Hygiene,95.9094
7332,FDT31,19.75,Low Fat,0.012499004,Fruits and Vegetables,188.0872
7333,FDF33,7.97,Low Fat,0.036045991,Seafood,107.5596
7334,NCU29,12.857645184135976,Low Fat,0.044607722,Health and Hygiene,145.976
7335,NCB55,15.7,Low Fat,0.16098885,Household,57.8562
7336,NCU18,15.1,Low Fat,0.055793586,Household,139.7496
7337,FDZ59,6.63,Regular,0.104445322,Baking Goods,167.25
7338,NCI29,8.6,Low Fat,0.032687702,Health and Hygiene,140.9154
7339,FDL03,12.857645184135976,Regular,0.026949463,Meat,197.711
7340,NCQ06,13.0,Low Fat,0.041909345,Household,255.0014
7341,FDY31,5.98,LF,0.04363058,Fruits and Vegetables,148.2418
7342,DRI03,6.03,Low Fat,0.0,Dairy,175.1028
7343,FDL38,13.8,Regular,0.014793124,Canned,88.5172
7344,FDR37,12.857645184135976,Regular,0.065928735,Breakfast,183.0292
7345,FDT59,12.857645184135976,Low Fat,0.01583438,Breads,228.5668
7346,FDV28,16.1,Regular,0.159728395,Frozen Foods,34.3558
7347,NCX53,20.1,Low Fat,0.014925407,Health and Hygiene,143.4154
7348,FDZ12,9.17,Low Fat,0.102893121,Baking Goods,141.947
7349,NCT05,10.895,Low Fat,0.020951848,Health and Hygiene,255.3672
7350,FDW38,5.325,Regular,0.0,Dairy,55.8298
7351,FDD33,12.85,Low Fat,0.108102606,Fruits and Vegetables,233.3642
7352,FDV39,12.857645184135976,Low Fat,0.0,Meat,196.8426
7353,DRE25,15.35,LF,0.073697713,Soft Drinks,91.912
7354,FDC59,16.7,reg,0.091437584,Starchy Foods,64.3168
7355,FDF58,13.3,Low Fat,0.009581155,Snack Foods,64.951
7356,NCP50,12.857645184135976,Low Fat,0.035997636,Others,78.6618
7357,FDS33,6.67,Regular,0.12332588,Snack Foods,90.2514
7358,FDP08,20.5,Regular,0.112584813,Fruits and Vegetables,192.0478
7359,FDF29,15.1,Regular,0.019930418,Frozen Foods,131.531
7360,NCF30,17.0,Low Fat,0.126244059,Household,124.6362
7361,FDI50,8.42,Regular,0.030905215,Canned,227.6352
7362,FDD56,15.2,Regular,0.104365283,Fruits and Vegetables,177.1054
7363,NCN41,17.0,Low Fat,0.087387669,Health and Hygiene,125.073
7364,FDE23,17.6,Regular,0.053481818,Starchy Foods,47.806
7365,FDL26,18.0,Low Fat,0.073306615,Canned,155.0972
7366,NCB30,14.6,Low Fat,0.043021542,Household,196.9084
7367,FDY50,5.8,Low Fat,0.13169655,Dairy,89.4172
7368,NCK19,9.8,Low Fat,0.090834158,Others,192.2478
7369,NCR38,12.857645184135976,Low Fat,0.19875618,Household,250.7724
7370,FDI28,14.3,Low Fat,0.026321701,Frozen Foods,77.6302
7371,FDO24,11.1,Low Fat,0.176215665,Baking Goods,158.8604
7372,FDC45,17.0,Low Fat,0.136008489,Fruits and Vegetables,171.7106
7373,FDU27,18.6,Regular,0.17174348,Meat,48.8376
7374,FDS09,8.895,Regular,0.08154715,Snack Foods,49.8008
7375,DRE13,12.857645184135976,low fat,0.027570939,Soft Drinks,86.6198
7376,FDV15,10.3,Low Fat,0.146767897,Meat,102.3648
7377,FDH26,19.25,Regular,0.03467086,Canned,141.8496
7378,FDI22,12.6,Low Fat,0.09619424,Snack Foods,210.8612
7379,FDJ26,15.3,Regular,0.08511049,Canned,215.7218
7380,FDD26,12.857645184135976,Regular,0.1263349,Canned,184.0924
7381,NCI55,12.857645184135976,Low Fat,0.012592289,Household,123.3414
7382,FDA35,12.857645184135976,Regular,0.05357685,Baking Goods,122.2072
7383,FDN21,18.6,Low Fat,0.077168705,Snack Foods,160.6236
7384,NCM43,14.5,Low Fat,0.032597778,Others,163.621
7385,FDD09,13.5,Low Fat,0.021583971,Fruits and Vegetables,179.5976
7386,FDI24,10.3,Low Fat,0.078903499,Baking Goods,177.637
7387,NCN41,12.857645184135976,Low Fat,0.091411749,Health and Hygiene,121.373
7388,NCT53,12.857645184135976,Low Fat,0.084245356,Health and Hygiene,164.6526
7389,FDQ47,7.155,Regular,0.281509514,Breads,33.8874
7390,NCD42,16.5,Low Fat,0.012689327,Health and Hygiene,39.7506
7391,FDI21,5.59,Regular,0.094741514,Snack Foods,63.1168
7392,FDS48,15.15,Low Fat,0.046496777,Baking Goods,149.6708
7393,FDW50,13.1,Low Fat,0.076005548,Dairy,166.1158
7394,FDO37,8.06,Low Fat,0.0,Breakfast,232.7326
7395,FDS04,10.195,Regular,0.0,Frozen Foods,139.5838
7396,FDP38,10.1,Low Fat,0.053732324,Canned,49.8008
7397,NCF06,6.235,Low Fat,0.033807904,Household,258.9962
7398,FDR35,12.5,Low Fat,0.020782036,Breads,198.3742
7399,FDB04,11.35,Regular,0.063173691,Dairy,86.1856
7400,FDK16,9.065,Low Fat,0.115563679,Frozen Foods,96.0094
7401,FDM57,11.65,Regular,0.076278201,Snack Foods,85.1908
7402,FDF45,18.2,Regular,0.012223687,Fruits and Vegetables,57.1904
7403,FDH04,6.115,Regular,0.011419301,Frozen Foods,91.0488
7404,FDL25,6.92,Regular,0.131458247,Breakfast,90.5804
7405,FDK40,7.035,LF,0.021883368,Frozen Foods,263.791
7406,FDV46,18.2,Low Fat,0.012607876,Snack Foods,139.818
7407,FDU31,10.5,Regular,0.025041738,Fruits and Vegetables,218.7508
7408,NCQ53,17.6,Low Fat,0.018934719,Health and Hygiene,237.759
7409,FDD09,12.857645184135976,Low Fat,0.021392306,Fruits and Vegetables,182.0976
7410,FDY19,19.75,Low Fat,0.041448824,Fruits and Vegetables,116.5466
7411,FDI33,16.5,Low Fat,0.028395167,Snack Foods,91.7146
7412,FDG08,13.15,Regular,0.165221717,Fruits and Vegetables,172.0764
7413,FDE39,7.89,Low Fat,0.036127671,Dairy,117.4782
7414,FDH53,20.5,Regular,0.019277945,Frozen Foods,82.8592
7415,FDB09,16.25,Low Fat,0.057629899,Fruits and Vegetables,123.9046
7416,FDI22,12.6,Low Fat,0.096212432,Snack Foods,207.2612
7417,FDX24,12.857645184135976,LF,0.024387984,Baking Goods,92.4462
7418,FDE09,8.775,Low Fat,0.021647195,Fruits and Vegetables,109.5228
7419,FDJ57,7.42,Regular,0.021573645,Seafood,184.6582
7420,DRC49,8.67,Low Fat,0.065424208,Soft Drinks,145.8128
7421,FDU19,8.77,Regular,0.046866331,Fruits and Vegetables,170.5422
7422,FDU43,19.35,Regular,0.0,Fruits and Vegetables,238.6564
7423,FDA50,16.25,Low Fat,0.087102593,Dairy,96.041
7424,NCM29,11.5,Low Fat,0.01774202,Health and Hygiene,129.6626
7425,FDQ13,11.1,Low Fat,0.010632752,Canned,82.5908
7426,FDB26,12.857645184135976,Regular,0.031116081,Canned,55.264
7427,FDI21,5.59,Regular,0.05671761,Snack Foods,62.9168
7428,FDV25,12.857645184135976,Low Fat,0.079931185,Canned,219.7456
7429,FDQ23,6.55,Low Fat,0.024505418,Breads,102.9332
7430,FDJ41,6.85,Low Fat,0.03830192,Frozen Foods,261.2594
7431,NCO42,21.25,Low Fat,0.024693927,Household,144.1102
7432,FDQ13,12.857645184135976,Low Fat,0.010590075,Canned,84.6908
7433,FDU47,12.8,Regular,0.190569038,Breads,138.7838
7434,FDW57,8.31,Regular,0.0,Snack Foods,177.4028
7435,DRN47,12.1,Low Fat,0.016826748,Hard Drinks,179.166
7436,FDW28,12.857645184135976,Low Fat,0.088394115,Frozen Foods,194.7452
7437,NCN42,20.25,Low Fat,0.0,Household,145.6418
7438,FDR60,12.857645184135976,Low Fat,0.129783577,Baking Goods,78.2328
7439,FDO09,12.857645184135976,Regular,0.0,Snack Foods,262.891
7440,FDX45,16.75,Low Fat,0.0,Snack Foods,156.163
7441,FDH27,7.075,Low Fat,0.058465268,Dairy,145.3128
7442,FDO08,11.1,Regular,0.053765212,Fruits and Vegetables,163.1526
7443,FDG10,6.63,Regular,0.01098386,Snack Foods,55.4588
7444,FDZ40,8.935,Low Fat,0.040245222,Frozen Foods,54.9298
7445,FDZ27,7.935,Low Fat,0.017253305,Dairy,51.435
7446,FDZ46,7.485,Low Fat,0.069231189,Snack Foods,112.1228
7447,FDI46,9.5,Low Fat,0.074648119,Snack Foods,253.3724
7448,NCW53,18.35,Low Fat,0.030542489,Health and Hygiene,193.1162
7449,FDY52,6.365,Low Fat,0.007359711,Frozen Foods,60.1536
7450,FDU07,11.1,Low Fat,0.059940022,Fruits and Vegetables,149.1366
7451,NCQ05,11.395,Low Fat,0.0,Health and Hygiene,149.2708
7452,FDT16,9.895,Regular,0.048860587,Frozen Foods,260.2278
7453,NCJ17,7.68,Low Fat,0.153419412,Health and Hygiene,86.4224
7454,NCY29,13.65,Low Fat,0.077219509,Health and Hygiene,56.493
7455,NCQ18,15.75,Low Fat,0.13504726,Household,98.57
7456,FDS02,10.195,Regular,0.146094132,Dairy,196.1794
7457,NCK31,10.895,Low Fat,0.027157955,Others,50.2666
7458,FDH60,12.857645184135976,Regular,0.080346058,Baking Goods,195.711
7459,FDO19,17.7,Regular,0.016596645,Fruits and Vegetables,48.3034
7460,DRF37,17.25,low fat,0.084316691,Soft Drinks,263.391
7461,FDN21,18.6,Low Fat,0.076791671,Snack Foods,161.0236
7462,FDM14,13.8,Low Fat,0.01326146,Canned,108.0254
7463,FDO08,11.1,Regular,0.0,Fruits and Vegetables,165.5526
7464,FDS27,10.195,Regular,0.012528611,Meat,195.111
7465,DRM59,5.88,Low Fat,0.003597678,Hard Drinks,153.8998
7466,NCO29,11.15,Low Fat,0.032438645,Health and Hygiene,163.0526
7467,FDC32,12.857645184135976,Low Fat,0.173527068,Fruits and Vegetables,92.0462
