ID,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
6532,OUT013,1987,High,Tier 3,Supermarket Type1
6533,OUT013,1987,High,Tier 3,Supermarket Type1
6534,OUT046,1997,Small,Tier 1,Supermarket Type1
6535,OUT049,1999,Medium,Tier 1,Supermarket Type1
6536,OUT049,1999,Medium,Tier 1,Supermarket Type1
6537,OUT010,1998,Medium,Tier 3,Grocery Store
6538,OUT027,1985,Medium,Tier 3,Supermarket Type3
6539,OUT018,2009,Medium,Tier 3,Supermarket Type2
6540,OUT027,1985,Medium,Tier 3,Supermarket Type3
6541,OUT046,1997,Small,Tier 1,Supermarket Type1
6542,OUT027,1985,Medium,Tier 3,Supermarket Type3
6543,OUT017,2007,Medium,Tier 2,Supermarket Type1
6544,OUT035,2004,Small,Tier 2,Supermarket Type1
6545,OUT013,1987,High,Tier 3,Supermarket Type1
6546,OUT018,2009,Medium,Tier 3,Supermarket Type2
6547,OUT045,2002,Medium,Tier 2,Supermarket Type1
6548,OUT019,1985,Small,Tier 1,Grocery Store
6549,OUT017,2007,Medium,Tier 2,Supermarket Type1
6550,OUT017,2007,Medium,Tier 2,Supermarket Type1
6551,OUT018,2009,Medium,Tier 3,Supermarket Type2
6552,OUT027,1985,Medium,Tier 3,Supermarket Type3
6553,OUT045,2002,Medium,Tier 2,Supermarket Type1
6554,OUT027,1985,Medium,Tier 3,Supermarket Type3
6555,OUT049,1999,Medium,Tier 1,Supermarket Type1
6556,OUT017,2007,Medium,Tier 2,Supermarket Type1
6557,OUT019,1985,Small,Tier 1,Grocery Store
6558,OUT013,1987,High,Tier 3,Supermarket Type1
6559,OUT017,2007,Medium,Tier 2,Supermarket Type1
6560,OUT049,1999,Medium,Tier 1,Supermarket Type1
6561,OUT046,1997,Small,Tier 1,Supermarket Type1
6562,OUT017,2007,Medium,Tier 2,Supermarket Type1
6563,OUT018,2009,Medium,Tier 3,Supermarket Type2
6564,OUT018,2009,Medium,Tier 3,Supermarket Type2
6565,OUT017,2007,Medium,Tier 2,Supermarket Type1
6566,OUT019,1985,Small,Tier 1,Grocery Store
6567,OUT013,1987,High,Tier 3,Supermarket Type1
6568,OUT046,1997,Small,Tier 1,Supermarket Type1
6569,OUT013,1987,High,Tier 3,Supermarket Type1
6570,OUT013,1987,High,Tier 3,Supermarket Type1
6571,OUT045,2002,Medium,Tier 2,Supermarket Type1
6572,OUT035,2004,Small,Tier 2,Supermarket Type1
6573,OUT017,2007,Medium,Tier 2,Supermarket Type1
6574,OUT010,1998,Medium,Tier 3,Grocery Store
6575,OUT045,2002,Medium,Tier 2,Supermarket Type1
6576,OUT027,1985,Medium,Tier 3,Supermarket Type3
6577,OUT010,1998,Medium,Tier 3,Grocery Store
6578,OUT017,2007,Medium,Tier 2,Supermarket Type1
6579,OUT017,2007,Medium,Tier 2,Supermarket Type1
6580,OUT010,1998,Medium,Tier 3,Grocery Store
6581,OUT035,2004,Small,Tier 2,Supermarket Type1
6582,OUT019,1985,Small,Tier 1,Grocery Store
6583,OUT035,2004,Small,Tier 2,Supermarket Type1
6584,OUT013,1987,High,Tier 3,Supermarket Type1
6585,OUT010,1998,Medium,Tier 3,Grocery Store
6586,OUT046,1997,Small,Tier 1,Supermarket Type1
6587,OUT017,2007,Medium,Tier 2,Supermarket Type1
6588,OUT010,1998,Medium,Tier 3,Grocery Store
6589,OUT045,2002,Medium,Tier 2,Supermarket Type1
6590,OUT017,2007,Medium,Tier 2,Supermarket Type1
6591,OUT013,1987,High,Tier 3,Supermarket Type1
6592,OUT019,1985,Small,Tier 1,Grocery Store
6593,OUT010,1998,Medium,Tier 3,Grocery Store
6594,OUT035,2004,Small,Tier 2,Supermarket Type1
6595,OUT049,1999,Medium,Tier 1,Supermarket Type1
6596,OUT046,1997,Small,Tier 1,Supermarket Type1
6597,OUT045,2002,Medium,Tier 2,Supermarket Type1
6598,OUT049,1999,Medium,Tier 1,Supermarket Type1
6599,OUT046,1997,Small,Tier 1,Supermarket Type1
6600,OUT017,2007,Medium,Tier 2,Supermarket Type1
6601,OUT049,1999,Medium,Tier 1,Supermarket Type1
6602,OUT045,2002,Medium,Tier 2,Supermarket Type1
6603,OUT045,2002,Medium,Tier 2,Supermarket Type1
6604,OUT013,1987,High,Tier 3,Supermarket Type1
6605,OUT018,2009,Medium,Tier 3,Supermarket Type2
6606,OUT027,1985,Medium,Tier 3,Supermarket Type3
6607,OUT027,1985,Medium,Tier 3,Supermarket Type3
6608,OUT017,2007,Medium,Tier 2,Supermarket Type1
6609,OUT013,1987,High,Tier 3,Supermarket Type1
6610,OUT018,2009,Medium,Tier 3,Supermarket Type2
6611,OUT035,2004,Small,Tier 2,Supermarket Type1
6612,OUT019,1985,Small,Tier 1,Grocery Store
6613,OUT035,2004,Small,Tier 2,Supermarket Type1
6614,OUT049,1999,Medium,Tier 1,Supermarket Type1
6615,OUT017,2007,Medium,Tier 2,Supermarket Type1
6616,OUT018,2009,Medium,Tier 3,Supermarket Type2
6617,OUT013,1987,High,Tier 3,Supermarket Type1
6618,OUT045,2002,Medium,Tier 2,Supermarket Type1
6619,OUT013,1987,High,Tier 3,Supermarket Type1
6620,OUT018,2009,Medium,Tier 3,Supermarket Type2
6621,OUT045,2002,Medium,Tier 2,Supermarket Type1
6622,OUT017,2007,Medium,Tier 2,Supermarket Type1
6623,OUT019,1985,Small,Tier 1,Grocery Store
6624,OUT013,1987,High,Tier 3,Supermarket Type1
6625,OUT017,2007,Medium,Tier 2,Supermarket Type1
6626,OUT035,2004,Small,Tier 2,Supermarket Type1
6627,OUT049,1999,Medium,Tier 1,Supermarket Type1
6628,OUT010,1998,Medium,Tier 3,Grocery Store
6629,OUT027,1985,Medium,Tier 3,Supermarket Type3
6630,OUT045,2002,Medium,Tier 2,Supermarket Type1
6631,OUT010,1998,Medium,Tier 3,Grocery Store
6632,OUT010,1998,Medium,Tier 3,Grocery Store
6633,OUT027,1985,Medium,Tier 3,Supermarket Type3
6634,OUT035,2004,Small,Tier 2,Supermarket Type1
6635,OUT049,1999,Medium,Tier 1,Supermarket Type1
6636,OUT018,2009,Medium,Tier 3,Supermarket Type2
6637,OUT010,1998,Medium,Tier 3,Grocery Store
6638,OUT017,2007,Medium,Tier 2,Supermarket Type1
6639,OUT049,1999,Medium,Tier 1,Supermarket Type1
6640,OUT013,1987,High,Tier 3,Supermarket Type1
6641,OUT027,1985,Medium,Tier 3,Supermarket Type3
6642,OUT019,1985,Small,Tier 1,Grocery Store
6643,OUT045,2002,Medium,Tier 2,Supermarket Type1
6644,OUT017,2007,Medium,Tier 2,Supermarket Type1
6645,OUT019,1985,Small,Tier 1,Grocery Store
6646,OUT046,1997,Small,Tier 1,Supermarket Type1
6647,OUT019,1985,Small,Tier 1,Grocery Store
6648,OUT010,1998,Medium,Tier 3,Grocery Store
6649,OUT049,1999,Medium,Tier 1,Supermarket Type1
6650,OUT046,1997,Small,Tier 1,Supermarket Type1
6651,OUT045,2002,Medium,Tier 2,Supermarket Type1
6652,OUT049,1999,Medium,Tier 1,Supermarket Type1
6653,OUT035,2004,Small,Tier 2,Supermarket Type1
6654,OUT018,2009,Medium,Tier 3,Supermarket Type2
6655,OUT013,1987,High,Tier 3,Supermarket Type1
6656,OUT035,2004,Small,Tier 2,Supermarket Type1
6657,OUT010,1998,Medium,Tier 3,Grocery Store
6658,OUT019,1985,Small,Tier 1,Grocery Store
6659,OUT010,1998,Medium,Tier 3,Grocery Store
6660,OUT046,1997,Small,Tier 1,Supermarket Type1
6661,OUT049,1999,Medium,Tier 1,Supermarket Type1
6662,OUT049,1999,Medium,Tier 1,Supermarket Type1
6663,OUT018,2009,Medium,Tier 3,Supermarket Type2
6664,OUT018,2009,Medium,Tier 3,Supermarket Type2
6665,OUT045,2002,Medium,Tier 2,Supermarket Type1
6666,OUT018,2009,Medium,Tier 3,Supermarket Type2
6667,OUT018,2009,Medium,Tier 3,Supermarket Type2
6668,OUT027,1985,Medium,Tier 3,Supermarket Type3
6669,OUT046,1997,Small,Tier 1,Supermarket Type1
6670,OUT035,2004,Small,Tier 2,Supermarket Type1
6671,OUT010,1998,Medium,Tier 3,Grocery Store
6672,OUT019,1985,Small,Tier 1,Grocery Store
6673,OUT045,2002,Medium,Tier 2,Supermarket Type1
6674,OUT027,1985,Medium,Tier 3,Supermarket Type3
6675,OUT010,1998,Medium,Tier 3,Grocery Store
6676,OUT013,1987,High,Tier 3,Supermarket Type1
6677,OUT027,1985,Medium,Tier 3,Supermarket Type3
6678,OUT046,1997,Small,Tier 1,Supermarket Type1
6679,OUT010,1998,Medium,Tier 3,Grocery Store
6680,OUT027,1985,Medium,Tier 3,Supermarket Type3
6681,OUT027,1985,Medium,Tier 3,Supermarket Type3
6682,OUT049,1999,Medium,Tier 1,Supermarket Type1
6683,OUT018,2009,Medium,Tier 3,Supermarket Type2
6684,OUT046,1997,Small,Tier 1,Supermarket Type1
6685,OUT010,1998,Medium,Tier 3,Grocery Store
6686,OUT010,1998,Medium,Tier 3,Grocery Store
6687,OUT049,1999,Medium,Tier 1,Supermarket Type1
6688,OUT035,2004,Small,Tier 2,Supermarket Type1
6689,OUT027,1985,Medium,Tier 3,Supermarket Type3
6690,OUT018,2009,Medium,Tier 3,Supermarket Type2
6691,OUT049,1999,Medium,Tier 1,Supermarket Type1
6692,OUT013,1987,High,Tier 3,Supermarket Type1
6693,OUT049,1999,Medium,Tier 1,Supermarket Type1
6694,OUT049,1999,Medium,Tier 1,Supermarket Type1
6695,OUT017,2007,Medium,Tier 2,Supermarket Type1
6696,OUT045,2002,Medium,Tier 2,Supermarket Type1
6697,OUT027,1985,Medium,Tier 3,Supermarket Type3
6698,OUT046,1997,Small,Tier 1,Supermarket Type1
6699,OUT045,2002,Medium,Tier 2,Supermarket Type1
6700,OUT019,1985,Small,Tier 1,Grocery Store
6701,OUT013,1987,High,Tier 3,Supermarket Type1
6702,OUT045,2002,Medium,Tier 2,Supermarket Type1
6703,OUT013,1987,High,Tier 3,Supermarket Type1
6704,OUT049,1999,Medium,Tier 1,Supermarket Type1
6705,OUT010,1998,Medium,Tier 3,Grocery Store
6706,OUT018,2009,Medium,Tier 3,Supermarket Type2
6707,OUT045,2002,Medium,Tier 2,Supermarket Type1
6708,OUT035,2004,Small,Tier 2,Supermarket Type1
6709,OUT027,1985,Medium,Tier 3,Supermarket Type3
6710,OUT027,1985,Medium,Tier 3,Supermarket Type3
6711,OUT018,2009,Medium,Tier 3,Supermarket Type2
6712,OUT013,1987,High,Tier 3,Supermarket Type1
6713,OUT045,2002,Medium,Tier 2,Supermarket Type1
6714,OUT035,2004,Small,Tier 2,Supermarket Type1
6715,OUT018,2009,Medium,Tier 3,Supermarket Type2
6716,OUT010,1998,Medium,Tier 3,Grocery Store
6717,OUT045,2002,Medium,Tier 2,Supermarket Type1
6718,OUT049,1999,Medium,Tier 1,Supermarket Type1
6719,OUT013,1987,High,Tier 3,Supermarket Type1
6720,OUT027,1985,Medium,Tier 3,Supermarket Type3
6721,OUT046,1997,Small,Tier 1,Supermarket Type1
6722,OUT017,2007,Medium,Tier 2,Supermarket Type1
6723,OUT045,2002,Medium,Tier 2,Supermarket Type1
6724,OUT035,2004,Small,Tier 2,Supermarket Type1
6725,OUT045,2002,Medium,Tier 2,Supermarket Type1
6726,OUT027,1985,Medium,Tier 3,Supermarket Type3
6727,OUT049,1999,Medium,Tier 1,Supermarket Type1
6728,OUT017,2007,Medium,Tier 2,Supermarket Type1
6729,OUT019,1985,Small,Tier 1,Grocery Store
6730,OUT046,1997,Small,Tier 1,Supermarket Type1
6731,OUT035,2004,Small,Tier 2,Supermarket Type1
6732,OUT046,1997,Small,Tier 1,Supermarket Type1
6733,OUT013,1987,High,Tier 3,Supermarket Type1
6734,OUT049,1999,Medium,Tier 1,Supermarket Type1
6735,OUT035,2004,Small,Tier 2,Supermarket Type1
6736,OUT013,1987,High,Tier 3,Supermarket Type1
6737,OUT018,2009,Medium,Tier 3,Supermarket Type2
6738,OUT049,1999,Medium,Tier 1,Supermarket Type1
6739,OUT046,1997,Small,Tier 1,Supermarket Type1
6740,OUT046,1997,Small,Tier 1,Supermarket Type1
6741,OUT018,2009,Medium,Tier 3,Supermarket Type2
6742,OUT035,2004,Small,Tier 2,Supermarket Type1
6743,OUT035,2004,Small,Tier 2,Supermarket Type1
6744,OUT018,2009,Medium,Tier 3,Supermarket Type2
6745,OUT017,2007,Medium,Tier 2,Supermarket Type1
6746,OUT049,1999,Medium,Tier 1,Supermarket Type1
6747,OUT017,2007,Medium,Tier 2,Supermarket Type1
6748,OUT019,1985,Small,Tier 1,Grocery Store
6749,OUT035,2004,Small,Tier 2,Supermarket Type1
6750,OUT046,1997,Small,Tier 1,Supermarket Type1
6751,OUT013,1987,High,Tier 3,Supermarket Type1
6752,OUT018,2009,Medium,Tier 3,Supermarket Type2
6753,OUT046,1997,Small,Tier 1,Supermarket Type1
6754,OUT035,2004,Small,Tier 2,Supermarket Type1
6755,OUT019,1985,Small,Tier 1,Grocery Store
6756,OUT049,1999,Medium,Tier 1,Supermarket Type1
6757,OUT013,1987,High,Tier 3,Supermarket Type1
6758,OUT017,2007,Medium,Tier 2,Supermarket Type1
6759,OUT049,1999,Medium,Tier 1,Supermarket Type1
6760,OUT035,2004,Small,Tier 2,Supermarket Type1
6761,OUT018,2009,Medium,Tier 3,Supermarket Type2
6762,OUT027,1985,Medium,Tier 3,Supermarket Type3
6763,OUT046,1997,Small,Tier 1,Supermarket Type1
6764,OUT027,1985,Medium,Tier 3,Supermarket Type3
6765,OUT035,2004,Small,Tier 2,Supermarket Type1
6766,OUT049,1999,Medium,Tier 1,Supermarket Type1
6767,OUT018,2009,Medium,Tier 3,Supermarket Type2
6768,OUT027,1985,Medium,Tier 3,Supermarket Type3
6769,OUT049,1999,Medium,Tier 1,Supermarket Type1
6770,OUT027,1985,Medium,Tier 3,Supermarket Type3
6771,OUT046,1997,Small,Tier 1,Supermarket Type1
6772,OUT013,1987,High,Tier 3,Supermarket Type1
6773,OUT035,2004,Small,Tier 2,Supermarket Type1
6774,OUT035,2004,Small,Tier 2,Supermarket Type1
6775,OUT019,1985,Small,Tier 1,Grocery Store
6776,OUT027,1985,Medium,Tier 3,Supermarket Type3
6777,OUT010,1998,Medium,Tier 3,Grocery Store
6778,OUT018,2009,Medium,Tier 3,Supermarket Type2
6779,OUT027,1985,Medium,Tier 3,Supermarket Type3
6780,OUT019,1985,Small,Tier 1,Grocery Store
6781,OUT013,1987,High,Tier 3,Supermarket Type1
6782,OUT017,2007,Medium,Tier 2,Supermarket Type1
6783,OUT017,2007,Medium,Tier 2,Supermarket Type1
6784,OUT035,2004,Small,Tier 2,Supermarket Type1
6785,OUT035,2004,Small,Tier 2,Supermarket Type1
6786,OUT046,1997,Small,Tier 1,Supermarket Type1
6787,OUT019,1985,Small,Tier 1,Grocery Store
6788,OUT046,1997,Small,Tier 1,Supermarket Type1
6789,OUT013,1987,High,Tier 3,Supermarket Type1
6790,OUT018,2009,Medium,Tier 3,Supermarket Type2
6791,OUT017,2007,Medium,Tier 2,Supermarket Type1
6792,OUT018,2009,Medium,Tier 3,Supermarket Type2
6793,OUT017,2007,Medium,Tier 2,Supermarket Type1
6794,OUT035,2004,Small,Tier 2,Supermarket Type1
6795,OUT035,2004,Small,Tier 2,Supermarket Type1
6796,OUT013,1987,High,Tier 3,Supermarket Type1
6797,OUT027,1985,Medium,Tier 3,Supermarket Type3
6798,OUT045,2002,Medium,Tier 2,Supermarket Type1
6799,OUT010,1998,Medium,Tier 3,Grocery Store
6800,OUT035,2004,Small,Tier 2,Supermarket Type1
6801,OUT049,1999,Medium,Tier 1,Supermarket Type1
6802,OUT018,2009,Medium,Tier 3,Supermarket Type2
6803,OUT017,2007,Medium,Tier 2,Supermarket Type1
6804,OUT049,1999,Medium,Tier 1,Supermarket Type1
6805,OUT027,1985,Medium,Tier 3,Supermarket Type3
6806,OUT010,1998,Medium,Tier 3,Grocery Store
6807,OUT017,2007,Medium,Tier 2,Supermarket Type1
6808,OUT049,1999,Medium,Tier 1,Supermarket Type1
6809,OUT018,2009,Medium,Tier 3,Supermarket Type2
6810,OUT013,1987,High,Tier 3,Supermarket Type1
6811,OUT049,1999,Medium,Tier 1,Supermarket Type1
6812,OUT019,1985,Small,Tier 1,Grocery Store
6813,OUT046,1997,Small,Tier 1,Supermarket Type1
6814,OUT017,2007,Medium,Tier 2,Supermarket Type1
6815,OUT019,1985,Small,Tier 1,Grocery Store
6816,OUT018,2009,Medium,Tier 3,Supermarket Type2
6817,OUT046,1997,Small,Tier 1,Supermarket Type1
6818,OUT013,1987,High,Tier 3,Supermarket Type1
6819,OUT045,2002,Medium,Tier 2,Supermarket Type1
6820,OUT049,1999,Medium,Tier 1,Supermarket Type1
6821,OUT035,2004,Small,Tier 2,Supermarket Type1
6822,OUT027,1985,Medium,Tier 3,Supermarket Type3
6823,OUT049,1999,Medium,Tier 1,Supermarket Type1
6824,OUT017,2007,Medium,Tier 2,Supermarket Type1
6825,OUT049,1999,Medium,Tier 1,Supermarket Type1
6826,OUT017,2007,Medium,Tier 2,Supermarket Type1
6827,OUT013,1987,High,Tier 3,Supermarket Type1
6828,OUT049,1999,Medium,Tier 1,Supermarket Type1
6829,OUT046,1997,Small,Tier 1,Supermarket Type1
6830,OUT027,1985,Medium,Tier 3,Supermarket Type3
6831,OUT035,2004,Small,Tier 2,Supermarket Type1
6832,OUT019,1985,Small,Tier 1,Grocery Store
6833,OUT018,2009,Medium,Tier 3,Supermarket Type2
6834,OUT010,1998,Medium,Tier 3,Grocery Store
6835,OUT049,1999,Medium,Tier 1,Supermarket Type1
6836,OUT013,1987,High,Tier 3,Supermarket Type1
6837,OUT019,1985,Small,Tier 1,Grocery Store
6838,OUT018,2009,Medium,Tier 3,Supermarket Type2
6839,OUT017,2007,Medium,Tier 2,Supermarket Type1
6840,OUT045,2002,Medium,Tier 2,Supermarket Type1
6841,OUT017,2007,Medium,Tier 2,Supermarket Type1
6842,OUT049,1999,Medium,Tier 1,Supermarket Type1
6843,OUT027,1985,Medium,Tier 3,Supermarket Type3
6844,OUT045,2002,Medium,Tier 2,Supermarket Type1
6845,OUT013,1987,High,Tier 3,Supermarket Type1
6846,OUT049,1999,Medium,Tier 1,Supermarket Type1
6847,OUT027,1985,Medium,Tier 3,Supermarket Type3
6848,OUT017,2007,Medium,Tier 2,Supermarket Type1
6849,OUT018,2009,Medium,Tier 3,Supermarket Type2
6850,OUT019,1985,Small,Tier 1,Grocery Store
6851,OUT049,1999,Medium,Tier 1,Supermarket Type1
6852,OUT013,1987,High,Tier 3,Supermarket Type1
6853,OUT017,2007,Medium,Tier 2,Supermarket Type1
6854,OUT049,1999,Medium,Tier 1,Supermarket Type1
6855,OUT018,2009,Medium,Tier 3,Supermarket Type2
6856,OUT019,1985,Small,Tier 1,Grocery Store
6857,OUT045,2002,Medium,Tier 2,Supermarket Type1
6858,OUT013,1987,High,Tier 3,Supermarket Type1
6859,OUT018,2009,Medium,Tier 3,Supermarket Type2
6860,OUT027,1985,Medium,Tier 3,Supermarket Type3
6861,OUT049,1999,Medium,Tier 1,Supermarket Type1
6862,OUT035,2004,Small,Tier 2,Supermarket Type1
6863,OUT010,1998,Medium,Tier 3,Grocery Store
6864,OUT049,1999,Medium,Tier 1,Supermarket Type1
6865,OUT045,2002,Medium,Tier 2,Supermarket Type1
6866,OUT018,2009,Medium,Tier 3,Supermarket Type2
6867,OUT046,1997,Small,Tier 1,Supermarket Type1
6868,OUT045,2002,Medium,Tier 2,Supermarket Type1
6869,OUT018,2009,Medium,Tier 3,Supermarket Type2
6870,OUT019,1985,Small,Tier 1,Grocery Store
6871,OUT013,1987,High,Tier 3,Supermarket Type1
6872,OUT019,1985,Small,Tier 1,Grocery Store
6873,OUT013,1987,High,Tier 3,Supermarket Type1
6874,OUT017,2007,Medium,Tier 2,Supermarket Type1
6875,OUT018,2009,Medium,Tier 3,Supermarket Type2
6876,OUT019,1985,Small,Tier 1,Grocery Store
6877,OUT045,2002,Medium,Tier 2,Supermarket Type1
6878,OUT013,1987,High,Tier 3,Supermarket Type1
6879,OUT049,1999,Medium,Tier 1,Supermarket Type1
6880,OUT049,1999,Medium,Tier 1,Supermarket Type1
6881,OUT035,2004,Small,Tier 2,Supermarket Type1
6882,OUT035,2004,Small,Tier 2,Supermarket Type1
6883,OUT010,1998,Medium,Tier 3,Grocery Store
6884,OUT019,1985,Small,Tier 1,Grocery Store
6885,OUT035,2004,Small,Tier 2,Supermarket Type1
6886,OUT049,1999,Medium,Tier 1,Supermarket Type1
6887,OUT027,1985,Medium,Tier 3,Supermarket Type3
6888,OUT013,1987,High,Tier 3,Supermarket Type1
6889,OUT018,2009,Medium,Tier 3,Supermarket Type2
6890,OUT017,2007,Medium,Tier 2,Supermarket Type1
6891,OUT045,2002,Medium,Tier 2,Supermarket Type1
6892,OUT018,2009,Medium,Tier 3,Supermarket Type2
6893,OUT045,2002,Medium,Tier 2,Supermarket Type1
6894,OUT013,1987,High,Tier 3,Supermarket Type1
6895,OUT049,1999,Medium,Tier 1,Supermarket Type1
6896,OUT013,1987,High,Tier 3,Supermarket Type1
6897,OUT017,2007,Medium,Tier 2,Supermarket Type1
6898,OUT049,1999,Medium,Tier 1,Supermarket Type1
6899,OUT013,1987,High,Tier 3,Supermarket Type1
6900,OUT045,2002,Medium,Tier 2,Supermarket Type1
6901,OUT017,2007,Medium,Tier 2,Supermarket Type1
6902,OUT049,1999,Medium,Tier 1,Supermarket Type1
6903,OUT045,2002,Medium,Tier 2,Supermarket Type1
6904,OUT019,1985,Small,Tier 1,Grocery Store
6905,OUT035,2004,Small,Tier 2,Supermarket Type1
6906,OUT018,2009,Medium,Tier 3,Supermarket Type2
6907,OUT027,1985,Medium,Tier 3,Supermarket Type3
6908,OUT046,1997,Small,Tier 1,Supermarket Type1
6909,OUT013,1987,High,Tier 3,Supermarket Type1
6910,OUT010,1998,Medium,Tier 3,Grocery Store
6911,OUT035,2004,Small,Tier 2,Supermarket Type1
6912,OUT013,1987,High,Tier 3,Supermarket Type1
6913,OUT035,2004,Small,Tier 2,Supermarket Type1
6914,OUT017,2007,Medium,Tier 2,Supermarket Type1
6915,OUT045,2002,Medium,Tier 2,Supermarket Type1
6916,OUT027,1985,Medium,Tier 3,Supermarket Type3
6917,OUT049,1999,Medium,Tier 1,Supermarket Type1
6918,OUT017,2007,Medium,Tier 2,Supermarket Type1
6919,OUT017,2007,Medium,Tier 2,Supermarket Type1
6920,OUT013,1987,High,Tier 3,Supermarket Type1
6921,OUT045,2002,Medium,Tier 2,Supermarket Type1
6922,OUT010,1998,Medium,Tier 3,Grocery Store
6923,OUT013,1987,High,Tier 3,Supermarket Type1
6924,OUT018,2009,Medium,Tier 3,Supermarket Type2
6925,OUT018,2009,Medium,Tier 3,Supermarket Type2
6926,OUT027,1985,Medium,Tier 3,Supermarket Type3
6927,OUT019,1985,Small,Tier 1,Grocery Store
6928,OUT035,2004,Small,Tier 2,Supermarket Type1
6929,OUT017,2007,Medium,Tier 2,Supermarket Type1
6930,OUT046,1997,Small,Tier 1,Supermarket Type1
6931,OUT013,1987,High,Tier 3,Supermarket Type1
6932,OUT046,1997,Small,Tier 1,Supermarket Type1
6933,OUT046,1997,Small,Tier 1,Supermarket Type1
6934,OUT027,1985,Medium,Tier 3,Supermarket Type3
6935,OUT049,1999,Medium,Tier 1,Supermarket Type1
6936,OUT019,1985,Small,Tier 1,Grocery Store
6937,OUT027,1985,Medium,Tier 3,Supermarket Type3
6938,OUT017,2007,Medium,Tier 2,Supermarket Type1
6939,OUT035,2004,Small,Tier 2,Supermarket Type1
6940,OUT045,2002,Medium,Tier 2,Supermarket Type1
6941,OUT018,2009,Medium,Tier 3,Supermarket Type2
6942,OUT013,1987,High,Tier 3,Supermarket Type1
6943,OUT019,1985,Small,Tier 1,Grocery Store
6944,OUT045,2002,Medium,Tier 2,Supermarket Type1
6945,OUT049,1999,Medium,Tier 1,Supermarket Type1
6946,OUT027,1985,Medium,Tier 3,Supermarket Type3
6947,OUT017,2007,Medium,Tier 2,Supermarket Type1
6948,OUT019,1985,Small,Tier 1,Grocery Store
6949,OUT010,1998,Medium,Tier 3,Grocery Store
6950,OUT046,1997,Small,Tier 1,Supermarket Type1
6951,OUT010,1998,Medium,Tier 3,Grocery Store
6952,OUT035,2004,Small,Tier 2,Supermarket Type1
6953,OUT019,1985,Small,Tier 1,Grocery Store
6954,OUT019,1985,Small,Tier 1,Grocery Store
6955,OUT045,2002,Medium,Tier 2,Supermarket Type1
6956,OUT019,1985,Small,Tier 1,Grocery Store
6957,OUT013,1987,High,Tier 3,Supermarket Type1
6958,OUT049,1999,Medium,Tier 1,Supermarket Type1
6959,OUT013,1987,High,Tier 3,Supermarket Type1
6960,OUT045,2002,Medium,Tier 2,Supermarket Type1
6961,OUT017,2007,Medium,Tier 2,Supermarket Type1
6962,OUT035,2004,Small,Tier 2,Supermarket Type1
6963,OUT049,1999,Medium,Tier 1,Supermarket Type1
6964,OUT017,2007,Medium,Tier 2,Supermarket Type1
6965,OUT013,1987,High,Tier 3,Supermarket Type1
6966,OUT018,2009,Medium,Tier 3,Supermarket Type2
6967,OUT010,1998,Medium,Tier 3,Grocery Store
6968,OUT017,2007,Medium,Tier 2,Supermarket Type1
6969,OUT013,1987,High,Tier 3,Supermarket Type1
6970,OUT013,1987,High,Tier 3,Supermarket Type1
6971,OUT046,1997,Small,Tier 1,Supermarket Type1
6972,OUT035,2004,Small,Tier 2,Supermarket Type1
6973,OUT017,2007,Medium,Tier 2,Supermarket Type1
6974,OUT035,2004,Small,Tier 2,Supermarket Type1
6975,OUT049,1999,Medium,Tier 1,Supermarket Type1
6976,OUT018,2009,Medium,Tier 3,Supermarket Type2
6977,OUT019,1985,Small,Tier 1,Grocery Store
6978,OUT046,1997,Small,Tier 1,Supermarket Type1
6979,OUT017,2007,Medium,Tier 2,Supermarket Type1
6980,OUT019,1985,Small,Tier 1,Grocery Store
6981,OUT027,1985,Medium,Tier 3,Supermarket Type3
6982,OUT035,2004,Small,Tier 2,Supermarket Type1
6983,OUT049,1999,Medium,Tier 1,Supermarket Type1
6984,OUT019,1985,Small,Tier 1,Grocery Store
6985,OUT027,1985,Medium,Tier 3,Supermarket Type3
6986,OUT027,1985,Medium,Tier 3,Supermarket Type3
6987,OUT019,1985,Small,Tier 1,Grocery Store
6988,OUT035,2004,Small,Tier 2,Supermarket Type1
6989,OUT046,1997,Small,Tier 1,Supermarket Type1
6990,OUT045,2002,Medium,Tier 2,Supermarket Type1
6991,OUT017,2007,Medium,Tier 2,Supermarket Type1
6992,OUT017,2007,Medium,Tier 2,Supermarket Type1
6993,OUT018,2009,Medium,Tier 3,Supermarket Type2
6994,OUT017,2007,Medium,Tier 2,Supermarket Type1
6995,OUT027,1985,Medium,Tier 3,Supermarket Type3
6996,OUT013,1987,High,Tier 3,Supermarket Type1
6997,OUT010,1998,Medium,Tier 3,Grocery Store
6998,OUT019,1985,Small,Tier 1,Grocery Store
6999,OUT017,2007,Medium,Tier 2,Supermarket Type1
7000,OUT045,2002,Medium,Tier 2,Supermarket Type1
7001,OUT018,2009,Medium,Tier 3,Supermarket Type2
7002,OUT046,1997,Small,Tier 1,Supermarket Type1
7003,OUT027,1985,Medium,Tier 3,Supermarket Type3
7004,OUT019,1985,Small,Tier 1,Grocery Store
7005,OUT045,2002,Medium,Tier 2,Supermarket Type1
7006,OUT010,1998,Medium,Tier 3,Grocery Store
7007,OUT049,1999,Medium,Tier 1,Supermarket Type1
7008,OUT017,2007,Medium,Tier 2,Supermarket Type1
7009,OUT049,1999,Medium,Tier 1,Supermarket Type1
